webpage,package_title,description
https://CRAN.R-project.org/package=quanteda.textplots,quanteda.textplots: Plots for the Quantitative Analysis of Textual Data,"Plotting functions for visualising textual data.  Extends 'quanteda' and 
   related packages with plot methods designed specifically for text data, textual statistics, 
   and models fit to textual data. Plot types include word clouds, lexical dispersion plots, 
   scaling plots, network visualisations, and word 'keyness' plots.,Please use the canonical form
,
to link to this page."
https://CRAN.R-project.org/package=quanteda.textstats,quanteda.textstats: Textual Statistics for the Quantitative Analysis of Textual Data,"Textual statistics functions formerly in the 'quanteda' package.
    Textual statistics for characterizing and comparing textual data. Includes 
    functions for measuring term and document frequency, the co-occurrence of 
    words, similarity and distance between features and documents, feature entropy, 
    keyword occurrence, readability, and lexical diversity.  These functions 
    extend the 'quanteda' package and are specially designed for sparse textual data.,Please use the canonical form
,
to link to this page."
https://CRAN.R-project.org/package=nsyllable,nsyllable: Count Syllables in Character Vectors,"Counts syllables in character vectors for English words.  Imputes syllables as the number of vowel sequences for words not found.  ,Please use the canonical form
,
to link to this page."
https://CRAN.R-project.org/package=svs,svs: Tools for Semantic Vector Spaces,"Various tools for semantic vector spaces, such as
    correspondence analysis (simple, multiple and discriminant), latent
    semantic analysis, probabilistic latent semantic analysis, non-negative
    matrix factorization, latent class analysis, EM clustering, logratio
	analysis and log-multiplicative (association) analysis. Furthermore,
    there are specialized distance measures, plotting functions and some helper
    functions.,Please use the canonical form
,
to link to this page."
https://CRAN.R-project.org/package=LSX,LSX: Model for Semisupervised Text Analysis Based on Word Embeddings,"A word embeddings-based semisupervised model for document scaling Watanabe (2020) <,>.
    LSS allows users to analyze large and complex corpora on arbitrary dimensions with seed words exploiting efficiency of word embeddings (SVD, Glove).
    It can generate word vectors on a users-provided corpus or incorporate a pre-trained word vectors.,Please use the canonical form
,
to link to this page."
https://CRAN.R-project.org/package=rainette,rainette: The Reinert Method for Textual Data Clustering,"An R implementation of the Reinert text clustering method. For more 
    details about the algorithm see the included vignettes or Reinert (1990) 
    <,>.,Please use the canonical form
,
to link to this page."
https://CRAN.R-project.org/package=ggwordcloud,ggwordcloud: A Word Cloud Geom for 'ggplot2',"Provides a word cloud text geom for 'ggplot2'. Texts
    are placed so that they do not overlap as in 'ggrepel'.  The algorithm
    used is a variation around the one of 'wordcloud2.js'.,Please use the canonical form
,
to link to this page."
https://CRAN.R-project.org/package=TextMiningGUI,TextMiningGUI: Text Mining GUI Interface,"Graphic interface for text analysis, implement a few methods such as biplots, correspondence analysis, co-occurrence, clustering, topic models, correlations and sentiments.,Please use the canonical form
,
to link to this page."
https://CRAN.R-project.org/package=sotu,sotu: United States Presidential State of the Union Addresses,"The President of the United States is constitutionally obligated to provide
  a report known as the 'State of the Union'. The report summarizes the current challenges
  facing the country and the president's upcoming legislative agenda. While historically
  the State of the Union was often a written document, in recent decades it has always
  taken the form of an oral address to a joint session of the United States Congress.
  This package provides the raw text from every such address with the intention of
  being used for meaningful examples of text analysis in R. The corpus is well suited
  to the task as it is historically important, includes material intended to be read
  and material intended to be spoken, and it falls in the public domain. As the corpus
  spans over two centuries it is also a good test of how well various methods hold up
  to the idiosyncrasies of historical texts. Associated data about each address, such
  as the year, president, party, and format, are also included.,Please use the canonical form
,
to link to this page."
https://CRAN.R-project.org/package=cwbtools,"cwbtools: Tools to Create, Modify and Manage 'CWB' Corpora","The 'Corpus Workbench' ('CWB', <,>) offers a classic and mature
 approach for working with large, linguistically and structurally annotated corpora. The 'CWB'
 is memory efficient and its design makes running queries fast (Evert and Hardie 2011,
 <,>). The 'cwbtools' package offers
 pure R tools to create indexed corpus files as well as high-level wrappers for the original C
 implementation of CWB as exposed by the 'RcppCWB' package
 <,>. Additional functionality to add and
 modify annotations of corpora from within R makes working with CWB indexed corpora
 much more flexible and convenient. The 'cwbtools' package in combination with the R packages
 'RcppCWB' (<,>) and 'polmineR'
 (<,>) offers a lightweight infrastructure
 to support the combination of quantitative and qualitative approaches for working
 with textual data.,Please use the canonical form
,
to link to this page."
https://CRAN.R-project.org/package=polmineR,polmineR: Verbs and Nouns for Corpus Analysis,"Package for corpus analysis using the Corpus Workbench 
    ('CWB', <,>) as an efficient back end for indexing
    and querying large corpora. The package offers functionality to flexibly create
    subcorpora and to carry out basic statistical operations (count, co-occurrences
    etc.). The original full text of documents can be reconstructed and inspected at
    any time. Beyond that, the package is intended to serve as an interface to 
    packages implementing advanced statistical procedures. Respective data structures
    (document-term matrices, term-co-occurrence matrices etc.) can be created based 
    on the indexed corpora.,Please use the canonical form
,
to link to this page."
https://CRAN.R-project.org/package=hunspell,"hunspell: High-Performance Stemmer, Tokenizer, and Spell Checker","Low level spell checker and morphological analyzer based on the 
    famous 'hunspell' library <,>. The package can analyze
    or check individual words as well as parse text, latex, html or xml documents.
    For a more user-friendly interface use the 'spelling' package which builds on
    this package to automate checking of files, documentation and vignettes in all
    common formats.,Please use the canonical form
,
to link to this page."
https://CRAN.R-project.org/package=acroname,acroname: Engine for Acronyms and Initialisms,"A tool for generating acronyms and initialisms from arbitrary text input.,Please use the canonical form
,
to link to this page."
